sku,attribute_set_code,product_type,categories,product_websites,name,product_online,price,special_price,special_price_from_date,special_price_to_date,description,short_description,url_key,meta_title,meta_keywords,meta_description,base_image,small_image,thumbnail_image,swatch_image,additional_images,additional_attributes,visibility,qty,total_qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,qty_2,qty_8
458490,Default,simple,Default Category/Shop by Category/Seasonal,"base,mailpacshopclub",Artificial Plant Centerpiece,1,6208.85,,,,"Decorate your indoor or outdoor spaces with this beautiful centerpiece with artificial plants, it has a rectangular wooden base, plants in green and red colors, plus some glass containers where you can have candles or any other decorative item. You can even give them as a gift.",Seasonal,Artificial Plant Centerpiece-458490,Artificial Plant Centerpiece,Artificial Plant Centerpiece,Artificial Plant Centerpiece,W458490_1.jpg,W458490_1.jpg,W458490_1.jpg,W458490_1.jpg,"W458490_1.jpg,W458490_2.jpg,W458490_3.jpg,W458490_4.jpg,W458490_5.jpg,W458490_6.jpg","cost=5399.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
453092,Default,simple,Default Category/Shop by Category/Seasonal,"base,mailpacshopclub",Apache Mills Christmas Rug Medium 50 cm x 99 cm / 20 in x 39 in,1,571.55,,,,"Decorate your kitchen for Christmas with this medium-sized rug that you can place near the stove or the dishwasher, it has a foam construction that makes it more comfortable to stand up doing daily chores.",Seasonal,Apache Mills Christmas Rug Medium 50 cm x 99 cm / 20 in x 39 in-453092,Apache Mills Christmas Rug Medium 50 cm x 99 cm / 20 in x 39 in,Apache Mills Christmas Rug Medium 50 cm x 99 cm / 20 in x 39 in,Apache Mills Christmas Rug Medium 50 cm x 99 cm / 20 in x 39 in,W453092_1.jpg,W453092_1.jpg,W453092_1.jpg,W453092_1.jpg,"W453092_1.jpg,W453092_2.jpg,W453092_3.jpg,W453092_4.jpg,W453092_5.jpg,W453092_6.jpg","cost=497.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
449654,Default,simple,Default Category/Shop by Category/Major Appliances,"base,mailpacshopclub",Samsung Ceramic Microwave Oven AME811CST/XAP 32 L / 1.1 cu. ft,1,28748.85,,,,"This powerful microwave oven has a triple distribution system that ensures that all your preparations are hot and always come out delicious and with a perfect preparation thanks to the three microwave distribution points. It features a turntable, eco-mode and automatic programs. *This item requires special delivery. A Virtual Mart representative will contact you withing 48 hours via telephone to coordinate the delivery. After coordination, delivery time is typically from 3 to 7 days.",Major Appliances,Samsung Ceramic Microwave Oven AME811CST/XAP 32 L / 1.1 cu. ft-449654,Samsung Ceramic Microwave Oven AME811CST/XAP 32 L / 1.1 cu. ft,Samsung Ceramic Microwave Oven AME811CST/XAP 32 L / 1.1 cu. ft,Samsung Ceramic Microwave Oven AME811CST/XAP 32 L / 1.1 cu. ft,W449654_1.jpg,W449654_1.jpg,W449654_1.jpg,W449654_1.jpg,"W449654_1.jpg,W449654_2.jpg,W449654_3.jpg,W449654_4.jpg,W449654_5.jpg","cost=24999.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
335995,Default,simple,Default Category/Shop by Category/Health | Beauty,"base,mailpacshopclub",EQPT Nitrile Disposable Gloves 130 Units,1,1723.85,,,,"This set of 130 disposable gloves offers you a reliable, powder-free barrier that is resistant to fats, oils and chemicals. Their comfortable, flexible design ensures safe food handling, and their touch screen compatibility adds convenience to your daily routine. Choose Nitrile Disposable Gloves for a reliable, worry-free experience.",Health | Beauty,EQPT Nitrile Disposable Gloves 130 Units-335995,EQPT Nitrile Disposable Gloves 130 Units,EQPT Nitrile Disposable Gloves 130 Units,EQPT Nitrile Disposable Gloves 130 Units,W335995_1.jpg,W335995_1.jpg,W335995_1.jpg,W335995_1.jpg,"W335995_1.jpg,W335995_2.jpg,W335995_3.jpg,W335995_4.jpg","cost=1499.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
860106,Default,simple,Default Category/Shop by Category/Fashion | Apparel,"base,mailpacshopclub",K. Bell Socks for Women 10 Pairs,1,2068.85,,,,"These one-size-fits-all no show socks are ideal for everyday wear, sporting a casual look, or playing sports. Your sneakers or trainers hide them easily, they have ankle adjustment, elastic fabric and seam reinforcement on the fingers for an improved fit.",Fashion | Apparel,K. Bell Socks for Women 10 Pairs-860106,K. Bell Socks for Women 10 Pairs,K. Bell Socks for Women 10 Pairs,K. Bell Socks for Women 10 Pairs,W860106_1.jpg,W860106_1.jpg,W860106_1.jpg,W860106_1.jpg,"W860106_1.jpg,W860106_2.jpg,W860106_3.jpg,W860106_4.jpg,W860106_5.jpg,W860106_6.jpg","cost=1799.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
844330,Default,simple,Default Category/Shop by Category/Health | Beauty,"base,mailpacshopclub",Designer Whey Premium Whey French Vanilla Protein Powder 908 g,1,5748.85,,,,"Treat yourself to delicious french vanilla shake any time of the day. It's perfect any time of the day! In the morning for curbing and meal replacement. Post-workout, within 1 hour of working out to satisfy cravings, provides energy and faster recovery. Between meals as a healthy snack. rBGH-free whey from milk without artificial growth hormones.",Health | Beauty,Designer Whey Premium Whey French Vanilla Protein Powder 908 g-844330,Designer Whey Premium Whey French Vanilla Protein Powder 908 g,Designer Whey Premium Whey French Vanilla Protein Powder 908 g,Designer Whey Premium Whey French Vanilla Protein Powder 908 g,W844330_1.jpg,W844330_1.jpg,W844330_1.jpg,W844330_1.jpg,"W844330_1.jpg,W844330_2.jpg,W844330_3.jpg,W844330_4.jpg,W844330_5.jpg","cost=4999.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
472944,Default,simple,Default Category/Shop by Category/Major Appliances,"base,mailpacshopclub",Farberware Microwave with Grill 34 L / 1.2 cu. ft,1,25298.85,,,,"Elevate your kitchen game with the Farberware Microwave with Grill 34 L (1.2 cu. ft). This sleek stainless steel microwave not only heats your meals but also makes them crispy and delicious with its grill function! With features like energy-saving mode, +30-second control button, and 10 power levels, it's the perfect choice for easy cooking. Plus, its multi-stage cooking function and 9 One-Touch programs make it quick and convenient. *This item requires special shipping. A Virtual Mart representative will contact you within 48 hours via phone to arrange delivery. Once coordinated, delivery time is approximately 3 to 7 days.",Major Appliances,Farberware Microwave with Grill 34 L / 1.2 cu. ft-472944,Farberware Microwave with Grill 34 L / 1.2 cu. ft,Farberware Microwave with Grill 34 L / 1.2 cu. ft,Farberware Microwave with Grill 34 L / 1.2 cu. ft,W472944_1.jpg,W472944_1.jpg,W472944_1.jpg,W472944_1.jpg,"W472944_1.jpg,W472944_2.jpg,W472944_3.jpg,W472944_4.jpg,W472944_5.jpg,W472944_6.jpg","cost=21999.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
404231,Default,simple,Default Category/Shop by Category/Fashion | Apparel,"base,mailpacshopclub",Tommy Bahama Men's T-Shirt 2 Units,1,2873.85,,,,"Tommy Bahama T-shirts will be your everyday favorite, whether you're working out or wearing them under a social shirt. They are stretchy and soft to the touch, come tag-less to avoid discomfort, and have short sleeves and a crew neck.",Fashion | Apparel,Tommy Bahama Men's T-Shirt 2 Units-404231,Tommy Bahama Men's T-Shirt 2 Units,Tommy Bahama Men's T-Shirt 2 Units,Tommy Bahama Men's T-Shirt 2 Units,W404231_1.jpg,W404231_1.jpg,W404231_1.jpg,W404231_1.jpg,"W404231_1.jpg,W404231_2.jpg,W404231_3.jpg,W404231_4.jpg,W404231_5.jpg,W404231_6.jpg","cost=2499.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
440871,Default,simple,Default Category/Shop by Category/Office,"base,mailpacshopclub",Royal Sovereign Paper Shredder,1,10348.85,,,,"This powerful paper 8-sheet, cross-cut shredder is practical and small. It can be easily placed on any desk and you can use it at your office or home. It comes with a lower basket with capacity of up to 3 gallons.",Office,Royal Sovereign Paper Shredder-440871,Royal Sovereign Paper Shredder,Royal Sovereign Paper Shredder,Royal Sovereign Paper Shredder,W440871_1.jpg,W440871_1.jpg,W440871_1.jpg,W440871_1.jpg,"W440871_1.jpg,W440871_2.jpg,W440871_3.jpg","cost=8999.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
9797,Default,simple,Default Category/Shop by Category/Health | Beauty,"base,mailpacshopclub",Wheelchair Manual Silver Sport II  PS-SSP218DDA-SF,1,29898.85,,,,"This wheelchair is practical and sturdy, with 20.3 cm / 8 inches front wheels, padded armrests and push brakes, plus a silver powder-coated steel frame. Adjusts to 3 positions, and comes with leg rests that can be raised. Includes a practical carrying pocket in the backrest.  *This item requires special delivery. A Virtual Mart representative will contact you withing 48 hours via telephone to coordinate the delivery. After coordination, delivery time is typically from 3 to 7 days.",Health | Beauty,Wheelchair Manual Silver Sport II  PS-SSP218DDA-SF-9797,Wheelchair Manual Silver Sport II  PS-SSP218DDA-SF,Wheelchair Manual Silver Sport II  PS-SSP218DDA-SF,Wheelchair Manual Silver Sport II  PS-SSP218DDA-SF,W9797_1.jpg,W9797_1.jpg,W9797_1.jpg,W9797_1.jpg,"W9797_1.jpg,W9797_2.jpg,W9797_3.jpg,W9797_4.jpg,W9797_5.jpg","cost=25999.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
410336,Default,simple,Default Category/Shop by Category/Office,"base,mailpacshopclub",Sysmax Desk Organizer 3 Units,1,2643.85,,,,"These handy baskets are portable and useful, can hold utensils, decorative accessories, small appliances, or toys, and come in bright colors. They feature a slot at the bottom for stacking and a divider to adjust the size of the compartment.",Office,Sysmax Desk Organizer 3 Units-410336,Sysmax Desk Organizer 3 Units,Sysmax Desk Organizer 3 Units,Sysmax Desk Organizer 3 Units,W410336_1.jpg,W410336_1.jpg,W410336_1.jpg,W410336_1.jpg,"W410336_1.jpg,W410336_2.jpg,W410336_3.jpg,W410336_4.jpg","cost=2299.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
487600,Default,simple,Default Category/Shop by Category/Health | Beauty,"base,mailpacshopclub",Swisspers Cotton Rounds 4 Pack / 100 Units,1,1781.35,,,,"Soft cotton rounds made of 100% cotton, making them soft and effective for gentle cleansing. They are designed to help remove dirt and excess oil from the face, eyes, and hands. They are perfect for removing makeup, and nail polish, or for applying toners, astringents, and lotions.",Health | Beauty,Swisspers Cotton Rounds 4 Pack / 100 Units-487600,Swisspers Cotton Rounds 4 Pack / 100 Units,Swisspers Cotton Rounds 4 Pack / 100 Units,Swisspers Cotton Rounds 4 Pack / 100 Units,W487600_1.jpg,W487600_1.jpg,W487600_1.jpg,W487600_1.jpg,"W487600_1.jpg,W487600_2.jpg,W487600_3.jpg,W487600_4.jpg,W487600_5.jpg","cost=1549.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
448641,Default,simple,Default Category/Shop by Category/Major Appliances,"base,mailpacshopclub",Tzumi Wine Cooler for 6 Bottles,1,13223.85,,,,"Enjoy your wines at the right temperature with this perfectly tailored cooler. You can perfectly store 6 bottles in its ample interior space, it has intelligent adjustable temperature controls through its screen, door with gaskets for hermetic closure and lighting LED that allows you to distinguish among your favorite wines. *This item requires special delivery. A Virtual Mart representative will contact you withing 48 hours via telephone to coordinate the delivery. After coordination, delivery time is typically from 3 to 7 days.",Major Appliances,Tzumi Wine Cooler for 6 Bottles-448641,Tzumi Wine Cooler for 6 Bottles,Tzumi Wine Cooler for 6 Bottles,Tzumi Wine Cooler for 6 Bottles,W448641_1.jpg,W448641_1.jpg,W448641_1.jpg,W448641_1.jpg,"W448641_1.jpg,W448641_2.jpg,W448641_3.jpg,W448641_4.jpg,W448641_5.jpg,W448641_6.jpg","cost=11499.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
219796,Default,simple,Default Category/Shop by Category/Health | Beauty,"base,mailpacshopclub",Ensure Plus Liquid Nutritional Supplement 6 Units / 237 mL / 8 oz,1,3425.85,,,,"Ensure Plus Liquid Nutritional Supplement is the perfect supplement for those looking to gain or maintain a healthy weight. With 350 calories and 13 grams of protein per 8 oz unit, this product provides a wealth of essential nutrients for healthy eating. Ensure Plus is an excellent source of essential vitamins and minerals, with a total of 26 important nutrients. It also contains omega-3 fatty acids, which help support heart health, and antioxidants such as vitamins C, E and selenium, which support the immune system. With vitamin D for healthy bones, this nutritional supplement has everything you need to help maintain overall good health.",Health | Beauty,Ensure Plus Liquid Nutritional Supplement 6 Units / 237 mL / 8 oz-219796,Ensure Plus Liquid Nutritional Supplement 6 Units / 237 mL / 8 oz,Ensure Plus Liquid Nutritional Supplement 6 Units / 237 mL / 8 oz,Ensure Plus Liquid Nutritional Supplement 6 Units / 237 mL / 8 oz,W219796_1.jpg,W219796_1.jpg,W219796_1.jpg,W219796_1.jpg,"W219796_1.jpg,W219796_2.jpg,W219796_3.jpg,W219796_4.jpg,W219796_5.jpg,W219796_6.jpg","cost=2979.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
466265,Default,simple,Default Category/Shop by Category/Major Appliances,"base,mailpacshopclub",Samsung French Door Refrigerator 892 L / 31.5 cu. ft,1,367998.85,,,,"This refrigerator features a total capacity of 892 L (31.5 cu. ft), has a two-door front opening and separate bottom freezer tray of 260.5 L (9.20 cu. ft), enhanced technology for wrap-around cooling and is no frost, allowing your food to not accumulate frost. It has an elegant and sober design in metallic tone. *This item requires special delivery. A Virtual Mart representative will contact you withing 48 hours via telephone to coordinate the delivery. After coordination, delivery time is typically from 3 to 7 days.",Major Appliances,Samsung French Door Refrigerator 892 L / 31.5 cu. ft-466265,Samsung French Door Refrigerator 892 L / 31.5 cu. ft,Samsung French Door Refrigerator 892 L / 31.5 cu. ft,Samsung French Door Refrigerator 892 L / 31.5 cu. ft,W466265_1.jpg,W466265_1.jpg,W466265_1.jpg,W466265_1.jpg,"W466265_1.jpg,W466265_2.jpg,W466265_3.jpg,W466265_4.jpg,W466265_5.jpg,W466265_6.jpg","cost=319999.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
394135,Default,simple,Default Category/Shop by Category/Health | Beauty,"base,mailpacshopclub",Ivory Bar Soap 10 Units / 90 g / 3.17 oz,1,1263.85,,,,"Ivory bar soap provides safe, pure cleansing that has been trusted for generations. It contains no dyes or heavy perfumes and reflects over 140 years of experience in creating gentle products the whole family can trust. Dermatologist tested, free of dyes and heavy perfumes.",Health | Beauty,Ivory Bar Soap 10 Units / 90 g / 3.17 oz-394135,Ivory Bar Soap 10 Units / 90 g / 3.17 oz,Ivory Bar Soap 10 Units / 90 g / 3.17 oz,Ivory Bar Soap 10 Units / 90 g / 3.17 oz,W394135_1.jpg,W394135_1.jpg,W394135_1.jpg,W394135_1.jpg,"W394135_1.jpg,W394135_2.jpg,W394135_3.jpg,W394135_4.jpg,W394135_5.jpg,W394135_6.jpg","cost=1099.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
448773,Default,simple,Default Category/Shop by Category/Health | Beauty,"base,mailpacshopclub",Gillette Razor Proglide and Proshield Cart Replacements 14 Units,1,8278.85,,,,"Gillette Proglide Razors Refills feature 5 anti-friction blades that are built to last. It is designed to give you a closer, more effortless shave, thanks to its Flexball technology that adapts to the contours of your face to reach virtually every hair; and micro-tensors that tighten the skin. Its precision blade at the top helps you shave in hard-to-reach places and get clean lines.",Health | Beauty,Gillette Razor Proglide and Proshield Cart Replacements 14 Units-448773,Gillette Razor Proglide and Proshield Cart Replacements 14 Units,Gillette Razor Proglide and Proshield Cart Replacements 14 Units,Gillette Razor Proglide and Proshield Cart Replacements 14 Units,W448773_1.jpg,W448773_1.jpg,W448773_1.jpg,W448773_1.jpg,"W448773_1.jpg,W448773_2.jpg,W448773_3.jpg,W448773_4.jpg,W448773_5.jpg,W448773_6.jpg","cost=7199.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
366613,Default,simple,Default Category/Shop by Category/Baby,"base,mailpacshopclub",Nestle Lactogen 1 -  900 g,1,2298.85,,,,Nestle Lactogen 1 -  900 g,Baby,Nestle Lactogen 1 -  900 g-366613,Nestle Lactogen 1 -  900 g,Nestle Lactogen 1 -  900 g,Nestle Lactogen 1 -  900 g,W366613_1.jpg,W366613_1.jpg,W366613_1.jpg,W366613_1.jpg,"W366613_1.jpg,W366613_2.jpg","cost=1999.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
366615,Default,simple,Default Category/Shop by Category/Baby,"base,mailpacshopclub",Nestle Lactogen 2 - 900 g,1,2241.35,,,,Nestle Lactogen 2 - 900 g,Baby,Nestle Lactogen 2 - 900 g-366615,Nestle Lactogen 2 - 900 g,Nestle Lactogen 2 - 900 g,Nestle Lactogen 2 - 900 g,W366615_1.jpg,W366615_1.jpg,W366615_1.jpg,W366615_1.jpg,W366615_1.jpg,"cost=1949.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
455589,Default,simple,Default Category/Shop by Category/Office,"base,mailpacshopclub",Honeywell Steel Safety Safe 0.02 m / 0.72 ft,1,9888.85,,,,"This Honeywell security safe features a 0.02 cubic meter (0.72 cubic feet) capacity, digital lock and interior light, plus solid heavy-duty textured steel construction. It can be programmed with a unique 3- to 8-digit access code and for added security, a lockout feature will activate after three incorrect password attempts.",Office,Honeywell Steel Safety Safe 0.02 m / 0.72 ft-455589,Honeywell Steel Safety Safe 0.02 m / 0.72 ft,Honeywell Steel Safety Safe 0.02 m / 0.72 ft,Honeywell Steel Safety Safe 0.02 m / 0.72 ft,W455589_1.jpg,W455589_1.jpg,W455589_1.jpg,W455589_1.jpg,"W455589_1.jpg,W455589_2.jpg,W455589_3.jpg,W455589_4.jpg,W455589_5.jpg","cost=8599.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
97985,Default,simple,Default Category/Shop by Category/Health | Beauty,"base,mailpacshopclub",Oral B Glide Pro Health 6 Units / 44 m,1,2068.85,,,,"All Oral-B Glide family flosses have been created to slide more easily in the tight spaces* between your teeth for deep cleaning. Its soft, strong, and tear-resistant material provides you with greater comfort when flossing. Up to 50% more easily than regular floss. It combines comfort with cleaning power to effectively remove plaque between teeth and just below the gum line. Gently stimulates the gums and helps prevent gingivitis as part of a complete dental plan.",Health | Beauty,Oral B Glide Pro Health 6 Units / 44 m-97985,Oral B Glide Pro Health 6 Units / 44 m,Oral B Glide Pro Health 6 Units / 44 m,Oral B Glide Pro Health 6 Units / 44 m,W97985_1.jpg,W97985_1.jpg,W97985_1.jpg,W97985_1.jpg,"W97985_1.jpg,W97985_2.jpg,W97985_3.jpg,W97985_4.jpg,W97985_5.jpg,W97985_6.jpg","cost=1799.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
410431,Default,simple,Default Category/Shop by Category/Health | Beauty,"base,mailpacshopclub",Codeage Multi Collagen Protein Powder Peptides Hydrolyzed  342 g / 12 oz,1,3448.85,,,,"Codeage Multi Collagen offers an all-in-one premium hydrolyzed multi collagen supplement providing 5 collagen types (1, 2, 3, 5 and 10) from 5 food sources of collagen peptides. This health & beauty collagen features a high-quality blend of grass-fed beef, free-range chicken, organic beef bone broth, wild caught white fish, and eggshell collagens. Features: 18 amino acids, zero carbs, zero sugar. The formula is non-GMO, gluten-free, dairy-free, keto, and paleo-friendly. Unflavored and easy to mix in smoothies, soups, coffees, teas, protein shakes, recipes or baked goods.",Health | Beauty,Codeage Multi Collagen Protein Powder Peptides Hydrolyzed  342 g / 12 oz-410431,Codeage Multi Collagen Protein Powder Peptides Hydrolyzed  342 g / 12 oz,Codeage Multi Collagen Protein Powder Peptides Hydrolyzed  342 g / 12 oz,Codeage Multi Collagen Protein Powder Peptides Hydrolyzed  342 g / 12 oz,W410431_1.jpg,W410431_1.jpg,W410431_1.jpg,W410431_1.jpg,"W410431_1.jpg,W410431_2.jpg,W410431_3.jpg,W410431_4.jpg,W410431_5.jpg,W410431_6.jpg","cost=2999.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
435412,Default,simple,Default Category/Shop by Category/Health | Beauty,"base,mailpacshopclub",Pantene Repair & Protect Shampoo 1.07 L / 37.6 oz,1,2045.85,,,,"Learn about, purchase and apply the Repair & Protect Pro-V formula that cleans damaged hair to remove build-up, repair signs of damage and prepare strands for optimal nourishment. This technology protects color intensity and cares for and smoothes cuticles. For best results, use with Pantene conditioner.",Health | Beauty,Pantene Repair & Protect Shampoo 1.07 L / 37.6 oz-435412,Pantene Repair & Protect Shampoo 1.07 L / 37.6 oz,Pantene Repair & Protect Shampoo 1.07 L / 37.6 oz,Pantene Repair & Protect Shampoo 1.07 L / 37.6 oz,W435412_1.jpg,W435412_1.jpg,W435412_1.jpg,W435412_1.jpg,"W435412_1.jpg,W435412_2.jpg,W435412_3.jpg,W435412_4.jpg,W435412_5.jpg,W435412_6.jpg","cost=1779.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
473969,Default,simple,Default Category/Shop by Category/Health | Beauty,"base,mailpacshopclub",Nature's Bounty Magnesium 500 mg,1,1677.85,,,,"Contains bottles of 100 Nature's Bounty 500mg Magnesium mineral supplement coated tablets. Tablets are coated to facilitate swallowing and support bone and muscle health, and maintenance of bone mineralization. Without artificial flavors or sweeteners. Gluten-free",Health | Beauty,Nature's Bounty Magnesium 500 mg-473969,Nature's Bounty Magnesium 500 mg,Nature's Bounty Magnesium 500 mg,Nature's Bounty Magnesium 500 mg,W473969_1.jpg,W473969_1.jpg,W473969_1.jpg,W473969_1.jpg,"W473969_1.jpg,W473969_2.jpg,W473969_3.jpg,W473969_4.jpg,W473969_5.jpg,W473969_6.jpg","cost=1459.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
831528,Default,simple,Default Category/Shop by Category/Health | Beauty,"base,mailpacshopclub",About Time V Vanilla Vegan Protein 908 g / 32 oz,1,4345.85,,,,"Try this Vegan protein powder in vanilla flavor infused with coconut oil and digestive enzyme blend. Just add one level scoop of the protein to 8oz of water, almond milk, coconut milk, or your favorite beverage. Shake well and enjoy! Non- GMO. Gluten-free. Sweetened with Stevia.",Health | Beauty,About Time V Vanilla Vegan Protein 908 g / 32 oz-831528,About Time V Vanilla Vegan Protein 908 g / 32 oz,About Time V Vanilla Vegan Protein 908 g / 32 oz,About Time V Vanilla Vegan Protein 908 g / 32 oz,W831528_1.jpg,W831528_1.jpg,W831528_1.jpg,W831528_1.jpg,"W831528_1.jpg,W831528_2.jpg,W831528_3.jpg,W831528_4.jpg,W831528_5.jpg,W831528_6.jpg","cost=3779.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
463718,Default,simple,Default Category/Shop by Category/Fashion | Apparel,"base,mailpacshopclub",Anne Klein Women's Ballroom Shoes,1,5518.85,,,,"Add a touch of elegance to your style with the Anne Klein pumps! The 100% PU Biscotti provides durability and a sophisticated touch. Made of 80% fabric and 20% PU, comfortable and chic. Available in assorted sizes and colors to suit your taste, stand out in every occasion with Anne Klein fashion and quality!",Fashion | Apparel,Anne Klein Women's Ballroom Shoes-463718,Anne Klein Women's Ballroom Shoes,Anne Klein Women's Ballroom Shoes,Anne Klein Women's Ballroom Shoes,W463718_1.jpg,W463718_1.jpg,W463718_1.jpg,W463718_1.jpg,"W463718_1.jpg,W463718_2.jpg,W463718_3.jpg,W463718_4.jpg,W463718_5.jpg,W463718_6.jpg","cost=4799.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",10000,10000,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,1,0,10000,10000
458341,Default,simple,Default Category/Shop by Category/Office,"base,mailpacshopclub",U Brands whiteboard 50.8 cm x 76.2 cm,1,1146.55,,,,"This handy whiteboard is ideal for use at home or in the office, you can stay organized, create routines or teach something to others. It is erasable, with a magnetic white glossy surface and a nice golden frame to hang it on the wall and still look like a painting. Includes magnet and black marker with eraser on the lid.",Office,U Brands whiteboard 50.8 cm x 76.2 cm-458341,U Brands whiteboard 50.8 cm x 76.2 cm,U Brands whiteboard 50.8 cm x 76.2 cm,U Brands whiteboard 50.8 cm x 76.2 cm,W458341_1.jpg,W458341_1.jpg,W458341_1.jpg,W458341_1.jpg,"W458341_1.jpg,W458341_2.jpg,W458341_3.jpg,W458341_4.jpg,W458341_5.jpg","cost=997.0,auto_service_parts=AIR FILTER,is_featured=0,webpos_visible=Yes","Catalog, Search",0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
